Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Tkl,TklW,DTkl,DTklAtt,Tkl%,Blocks,Int,Clr,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA
Luca Kilian,GER,DF,Köln,Bundesliga,23,1999,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,16,9,9,14,64.3,12,7,28,241,317,76.0,4399,1173,0.0,1,11,0
Luca Netz,GER,DF,Gladbach,Bundesliga,20,2003,30,25,2225,24.7,0,4,4,0,0,0,2,0,1.0,1.0,3.0,3.9,0.0,0.16,0.16,0.04,0.12,0.16,0.04,0.16,38,22,23,43,53.5,36,22,76,945,1220,77.5,14370,5250,1.0,37,38,23
Luca Pellegrini,ITA,DF,Lazio,Serie A,24,1999,19,8,786,8.7,1,0,1,1,0,0,7,1,0.2,0.2,0.3,0.5,0.11,0.0,0.11,0.03,0.03,0.06,0.03,0.06,18,13,9,17,52.9,7,9,20,372,515,72.2,5643,2051,-0.3,2,29,7
Luca Ranieri,ITA,DF,Fiorentina,Serie A,24,1999,26,23,2065,22.9,2,1,3,2,0,0,14,0,0.9,0.9,0.4,1.3,0.09,0.04,0.13,0.04,0.02,0.06,0.04,0.06,14,10,8,13,61.5,25,29,64,1142,1362,83.8,23351,8689,0.6,7,95,11
Lucas,BRA,DF,Cádiz,La Liga,22,2001,28,15,1539,17.1,1,0,1,1,0,0,6,0,0.8,0.8,1.9,2.7,0.06,0.0,0.06,0.05,0.11,0.16,0.05,0.16,47,27,32,55,58.2,27,17,45,595,807,73.7,9653,3843,-1.9,22,33,21
Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,19,2003,13,12,1008,11.2,1,0,1,1,0,0,4,1,1.0,1.0,0.2,1.2,0.09,0.0,0.09,0.09,0.02,0.11,0.09,0.11,22,14,10,25,40.0,15,20,25,867,968,89.6,15514,5185,-0.2,4,65,2
Lucas Digne,FRA,DF,Aston Villa,Premier League,30,1993,33,27,2410,26.8,1,3,4,1,0,0,7,0,1.1,1.1,4.1,5.2,0.04,0.11,0.15,0.04,0.15,0.19,0.04,0.19,47,19,25,44,56.8,20,26,67,1015,1351,75.1,16244,5595,-1.1,37,49,34
Lucas Hernández,FRA,DF,Paris S-G,Ligue 1,27,1996,27,23,1909,21.2,1,1,2,1,0,0,6,0,0.5,0.5,1.6,2.0,0.05,0.05,0.09,0.02,0.07,0.1,0.02,0.1,52,36,29,50,58.0,21,27,38,1670,1859,89.8,28845,9121,-0.6,12,166,9
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,27,1996,29,26,2291,25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,0.2,0.04,0.24,0.11,0.07,0.18,0.11,0.18,75,47,36,54,66.7,38,30,69,1362,1668,81.7,27951,11563,-0.8,15,160,18
Lucas Mincarelli,FRA,"DF,MF",Montpellier,Ligue 1,19,2004,13,12,978,10.9,1,1,2,1,0,0,1,1,0.4,0.4,0.6,0.9,0.09,0.09,0.18,0.03,0.05,0.09,0.03,0.09,29,16,17,34,50.0,17,8,27,326,438,74.4,5326,1994,0.4,4,14,7
Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,24,1998,31,30,2723,30.3,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.4,0.0,0.03,0.03,0.02,0.03,0.05,0.02,0.05,47,30,28,46,60.9,45,28,113,1608,1839,87.4,33227,12865,0.2,6,113,11
Lucas Vázquez,ESP,DF,Real Madrid,La Liga,32,1991,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,0.19,0.38,0.57,0.07,0.24,0.31,0.07,0.31,37,25,18,25,72.0,27,12,36,930,1085,85.7,13262,3330,2.2,30,27,30
Luis Hernández,ESP,DF,Cádiz,La Liga,34,1989,9,8,723,8.0,1,0,1,1,0,0,4,0,1.0,1.0,0.4,1.3,0.12,0.0,0.12,0.12,0.04,0.16,0.12,0.16,7,3,4,8,50.0,3,8,25,257,363,70.8,5409,2776,-0.4,6,27,1
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,7,3,4,5,80.0,10,4,16,151,169,89.3,2591,996,-0.2,1,4,0
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,27,1996,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,0.06,0.0,0.06,0.05,0.02,0.07,0.05,0.07,15,10,4,13,30.8,25,13,64,1035,1155,89.6,19235,6293,-0.4,5,77,7
Lukas Kübler,GER,DF,Freiburg,Bundesliga,30,1992,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.6,0.6,0.3,0.9,0.05,0.0,0.05,0.03,0.02,0.04,0.03,0.04,50,24,26,42,61.9,36,37,57,805,1030,78.2,13760,4910,-0.3,4,74,4
Lukas Ullrich,GER,"DF,FW",Gladbach,Bundesliga,19,2004,4,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,4,25.0,0,0,1,10,23,43.5,137,14,0.0,0,0,0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,28,1995,12,12,959,10.7,0,0,0,0,0,0,6,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,11,8,9,15,60.0,18,6,39,531,648,81.9,8242,3114,-1.0,13,33,7
Luke Thomas,ENG,DF,Sheffield Utd,Premier League,22,2001,12,11,917,10.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,20,9,8,14,57.1,23,10,27,234,319,73.4,3866,1408,-0.1,2,23,5
Mads Juel Andersen,DEN,DF,Luton Town,Premier League,25,1997,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0.23,0.0,0.23,0.06,0.0,0.06,0.06,0.06,6,5,4,4,100.0,9,8,29,87,117,74.4,1570,766,0.0,0,7,0
Mads Pedersen,DEN,DF,Augsburg,Bundesliga,26,1996,27,19,1786,19.8,1,1,2,1,0,0,5,1,0.8,0.8,1.5,2.3,0.05,0.05,0.1,0.04,0.07,0.12,0.04,0.12,64,39,24,44,54.5,20,19,46,637,853,74.7,10860,3963,-0.5,12,46,21
Mads Roerslev,DEN,DF,Brentford,Premier League,24,1999,34,22,1985,22.1,1,2,3,1,0,0,1,0,0.9,0.9,1.8,2.7,0.05,0.09,0.14,0.04,0.08,0.12,0.04,0.12,48,31,27,54,50.0,15,19,71,496,742,66.8,8448,2978,0.2,15,32,23
Mahamadou Nagida,CMR,DF,Rennes,Ligue 1,18,2005,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.1,0.24,0.35,0.1,0.35,1,1,0,2,0.0,2,4,0,47,65,72.3,815,214,-0.3,3,2,3
Makoto Hasebe,JPN,"DF,MF",Eint Frankfurt,Bundesliga,39,1984,8,2,218,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,3,6,50.0,2,2,5,166,189,87.8,3210,1037,0.0,0,7,2
Malick Thiaw,GER,DF,Milan,Serie A,21,2001,21,19,1619,18.0,0,1,1,0,0,0,5,1,0.6,0.6,0.1,0.7,0.0,0.06,0.06,0.03,0.01,0.04,0.03,0.04,34,17,12,25,48.0,23,13,55,1084,1184,91.6,20626,6291,0.9,4,62,2
Malo Gusto,FRA,DF,Chelsea,Premier League,20,2003,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.9,0.9,4.3,5.2,0.0,0.31,0.31,0.05,0.22,0.27,0.05,0.27,55,27,35,52,67.3,28,17,43,1230,1423,86.4,17534,5080,1.7,32,49,29
Mamadou Coulibaly,SEN,DF,Salernitana,Serie A,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,1,3,33.3,6,1,0.0,0,0,0
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,25,1998,4,2,288,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,6,3,2,5,40.0,10,5,26,47,84,56.0,996,518,0.0,0,3,0
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,33,1990,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,100.0,0,0,1,15,16,93.8,192,105,0.0,0,0,0
Mamadou Sarr,FRA,DF,Lyon,Ligue 1,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,0,0,0,4,4,100.0,57,7,0.0,0,0,0
Manu Sánchez,ESP,"DF,MF",Celta Vigo,La Liga,22,2000,26,20,1775,19.7,0,5,5,0,0,0,3,0,0.5,0.5,2.7,3.2,0.0,0.25,0.25,0.02,0.14,0.16,0.02,0.16,54,28,31,55,56.4,23,19,65,656,866,75.8,10322,4222,2.3,20,51,25
Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28,1995,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,0.07,0.0,0.07,0.07,0.02,0.09,0.07,0.09,42,28,22,39,56.4,28,23,70,2180,2334,93.4,35688,9787,-0.5,13,214,15
Manuel Gulde,GER,DF,Freiburg,Bundesliga,32,1991,27,23,2047,22.7,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,0.04,0.0,0.04,0.05,0.01,0.05,0.05,0.05,37,23,17,23,73.9,24,25,82,942,1095,86.0,17496,5437,-0.1,3,59,6
Manuel Lazzari,ITA,DF,Lazio,Serie A,29,1993,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,0.0,0.11,0.11,0.06,0.07,0.13,0.06,0.13,26,18,18,28,64.3,20,12,37,826,975,84.7,12173,3791,0.7,9,57,12
Marash Kumbulla,ALB,DF,Sassuolo,Serie A,23,2000,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,2,50.0,8,0,22,83,106,78.3,1761,785,0.0,0,5,2
Marc Bartra,ESP,DF,Betis,La Liga,32,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,4,3,4,5,80.0,3,3,10,101,118,85.6,1910,620,0.0,0,5,0
Marc Cucurella,ESP,DF,Chelsea,Premier League,25,1998,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,0.0,0.1,0.1,0.06,0.05,0.11,0.06,0.11,62,38,34,64,53.1,36,22,48,1036,1196,86.6,15110,4408,0.9,19,51,7
Marc Guéhi,ENG,DF,Crystal Palace,Premier League,23,2000,25,23,2021,22.5,0,1,1,0,0,0,2,0,0.6,0.6,0.6,1.2,0.0,0.04,0.04,0.03,0.03,0.05,0.03,0.05,28,19,14,24,58.3,22,18,89,1138,1309,86.9,22770,7962,0.4,7,90,5
Marc Pubill,ESP,DF,Almería,La Liga,20,2003,23,22,1883,20.9,1,3,4,1,0,0,2,0,0.7,0.7,1.5,2.2,0.05,0.14,0.19,0.03,0.07,0.1,0.03,0.1,47,23,22,39,56.4,20,15,83,686,958,71.6,10815,4008,1.5,21,39,11
Marcão,BRA,DF,Sevilla,La Liga,27,1996,7,3,355,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,9,6,6,10,60.0,8,4,11,176,199,88.4,3272,1364,-0.2,1,17,0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.2,0.2,0.1,0.3,0.04,0.0,0.04,0.01,0.0,0.01,0.01,0.01,53,32,36,48,75.0,45,35,129,930,1081,86.0,19543,6566,-0.1,1,49,4
Marco Pellegrino,,DF,Salernitana,Serie A,21,2002,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,8,6,5,10,50.0,11,10,28,211,256,82.4,3754,1365,0.0,1,6,0
Marco Pellegrino,,DF,Milan,Serie A,21,2002,1,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1,1,0,2,0.0,1,1,2,43,48,89.6,753,211,0.0,0,2,0
Marcos Acuña,ARG,DF,Sevilla,La Liga,31,1991,21,18,1292,14.4,1,2,3,1,0,0,7,0,0.3,0.3,1.5,1.8,0.07,0.14,0.21,0.02,0.11,0.13,0.02,0.13,33,21,9,14,64.3,12,4,25,628,847,74.1,12126,4928,0.5,23,52,19
Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,5,3,3,4,75.0,2,4,6,180,214,84.1,2690,803,-0.5,5,10,3
Marcos Senesi,ARG,DF,Bournemouth,Premier League,26,1997,31,26,2242,24.9,4,5,9,4,0,0,13,0,2.0,2.0,1.7,3.7,0.16,0.2,0.36,0.08,0.07,0.15,0.08,0.15,55,32,24,56,42.9,50,35,109,1005,1297,77.5,21763,9395,3.3,22,156,31
Marcus Coco,FRA,"DF,FW",Nantes,Ligue 1,27,1996,28,18,1481,16.5,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,0.06,0.0,0.06,0.05,0.06,0.11,0.05,0.11,43,26,28,60,46.7,19,21,38,473,641,73.8,7533,2758,-1.0,12,40,18
Marcus Pedersen,NOR,DF,Sassuolo,Serie A,23,2000,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,0.0,0.11,0.11,0.01,0.06,0.06,0.01,0.06,36,24,21,25,84.0,19,10,51,563,735,76.6,9376,3043,0.9,10,35,9
Marin Pongračić,CRO,DF,Lecce,Serie A,25,1997,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,43,30,19,25,76.0,37,51,130,1583,1872,84.6,34979,12707,-0.4,11,119,5
Mario Gila,ESP,DF,Lazio,Serie A,22,2000,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,32,14,19,34,55.9,27,20,69,1161,1294,89.7,21517,7790,-0.5,7,70,10
Mario Hermoso,ESP,DF,Atlético Madrid,La Liga,28,1995,31,29,2557,28.4,0,1,1,0,0,0,9,0,1.4,1.4,0.8,2.2,0.0,0.04,0.04,0.05,0.03,0.08,0.05,0.08,46,25,28,51,54.9,27,30,93,1676,1947,86.1,29197,10370,0.2,17,162,18
Mário Rui,POR,DF,Napoli,Serie A,32,1991,21,14,1205,13.4,0,2,2,0,0,0,7,1,0.1,0.1,1.9,2.0,0.0,0.15,0.15,0.01,0.14,0.15,0.01,0.15,27,15,14,21,66.7,17,15,19,860,1068,80.5,15400,5240,0.1,26,89,19
Marius Bülter,GER,"DF,FW",Hoffenheim,Bundesliga,30,1993,30,15,1351,15.0,1,4,5,1,0,0,3,1,1.4,1.4,3.4,4.9,0.07,0.27,0.33,0.1,0.23,0.32,0.1,0.32,18,11,12,23,52.2,17,10,20,500,695,71.9,8626,3041,0.6,21,35,22
Marius Wolf,GER,DF,Dortmund,Bundesliga,28,1995,22,12,1166,13.0,0,1,1,0,0,0,2,0,0.6,0.6,1.6,2.2,0.0,0.08,0.08,0.04,0.13,0.17,0.04,0.17,20,12,11,23,47.8,12,8,20,687,896,76.7,11614,4213,-0.6,11,61,16
Marnon Busch,GER,DF,Heidenheim,Bundesliga,28,1994,16,5,595,6.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,11,9,7,12,58.3,9,10,12,282,411,68.6,5437,2102,-0.3,5,32,9
Marquinhos,BRA,DF,Paris S-G,Ligue 1,29,1994,21,18,1537,17.1,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,0.0,0.06,0.06,0.03,0.03,0.05,0.03,0.05,19,11,11,17,64.7,29,17,58,1706,1807,94.4,31879,9264,0.5,9,165,5
Martin Erlic,CRO,DF,Sassuolo,Serie A,25,1998,32,31,2618,29.1,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.03,37,22,20,30,66.7,31,28,128,972,1214,80.1,19654,7045,0.0,0,76,6
Martin Valjent,SVK,DF,Mallorca,La Liga,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,0.0,0.04,0.04,0.01,0.03,0.05,0.01,0.05,34,18,18,30,60.0,26,29,112,847,1067,79.4,15592,6228,0.1,7,60,5
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.7,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,23,15,12,20,60.0,28,17,87,755,905,83.4,12979,5177,-0.2,5,29,1
Marvin Senaya,TOG,"DF,MF",Strasbourg,Ligue 1,22,2001,32,23,2138,23.8,1,1,2,1,0,0,5,1,1.2,1.2,2.8,4.0,0.04,0.04,0.08,0.05,0.12,0.17,0.05,0.17,72,53,42,68,61.8,40,41,68,871,1120,77.8,15097,5149,-1.8,21,63,21
Mason Holgate,ENG,DF,Sheffield Utd,Premier League,26,1996,10,9,710,7.9,0,0,0,0,0,0,3,1,0.6,0.6,0.4,1.1,0.0,0.0,0.0,0.08,0.05,0.13,0.08,0.13,12,7,5,12,41.7,12,11,40,138,211,65.4,2552,1215,-0.4,1,17,2
Massadio Haïdara,MLI,DF,Lens,Ligue 1,30,1992,18,7,741,8.2,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,0.0,0.12,0.12,0.02,0.02,0.04,0.02,0.04,9,8,4,6,66.7,7,11,32,358,431,83.1,5791,2060,0.8,1,19,8
Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,24,1998,26,21,1698,18.9,1,0,1,1,0,0,7,2,0.6,0.6,0.7,1.2,0.05,0.0,0.05,0.03,0.03,0.06,0.03,0.06,35,21,22,36,61.1,29,22,92,759,999,76.0,15428,5811,-0.7,9,60,5
Mateu Morey,ESP,DF,Dortmund,Bundesliga,23,2000,3,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,2,2,2,4,50.0,3,1,3,74,87,85.1,1052,352,-0.1,1,3,0
Mateus Lusuardi,BRA,DF,Frosinone,Serie A,19,2004,4,3,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2,1,1,3,33.3,4,4,8,134,154,87.0,2107,820,0.0,0,11,0
Mateusz Wieteska,POL,DF,Cagliari,Serie A,26,1997,19,10,965,10.7,0,1,1,0,0,0,5,1,0.3,0.3,0.6,0.9,0.0,0.09,0.09,0.03,0.05,0.08,0.03,0.08,14,11,3,10,30.0,10,14,48,374,462,81.0,7391,3331,0.4,5,28,5
Mateusz Wieteska,POL,DF,Clermont Foot,Ligue 1,26,1997,2,2,174,1.9,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0.52,0.0,0.52,0.05,0.0,0.05,0.05,0.05,4,1,3,5,60.0,4,5,8,89,114,78.1,1763,785,0.0,0,11,0
Mathias Jørgensen,DEN,DF,Brentford,Premier League,33,1990,14,12,1087,12.1,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.7,0.08,0.0,0.08,0.06,0.08,0.14,0.06,0.14,17,12,11,19,57.9,9,12,40,446,593,75.2,7338,3528,-0.9,7,52,9
Mathías Olivera,URU,DF,Napoli,Serie A,25,1997,23,18,1569,17.4,1,1,2,1,0,0,3,0,0.5,0.5,0.9,1.4,0.06,0.06,0.11,0.03,0.05,0.08,0.03,0.08,50,29,23,39,59.0,35,20,25,1024,1175,87.1,15322,5299,0.1,19,83,16
Matías Viña,URU,DF,Sassuolo,Serie A,25,1997,15,13,1014,11.3,0,3,3,0,0,0,1,0,0.3,0.3,1.4,1.7,0.0,0.27,0.27,0.03,0.12,0.15,0.03,0.15,34,21,20,36,55.6,12,9,34,390,528,73.9,6507,2891,1.6,16,45,10
Matija Nastasić,SRB,DF,Mallorca,La Liga,30,1993,26,25,2258,25.1,2,0,2,2,0,0,8,0,1.0,1.0,0.6,1.6,0.08,0.0,0.08,0.04,0.02,0.06,0.04,0.06,35,17,24,32,75.0,33,29,114,788,992,79.4,16422,6494,-0.6,5,60,8
Mats Hummels,GER,DF,Dortmund,Bundesliga,34,1988,25,20,1581,17.6,3,0,3,3,0,0,4,1,3.2,3.2,0.9,4.1,0.17,0.0,0.17,0.18,0.05,0.23,0.18,0.23,52,34,30,53,56.6,33,33,82,1262,1418,89.0,25463,8497,-0.9,9,86,6
Matt Doherty,IRL,"DF,MF",Wolves,Premier League,31,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.8,0.8,1.3,2.2,0.08,0.0,0.08,0.07,0.1,0.17,0.07,0.17,31,18,12,23,52.2,15,7,47,515,653,78.9,7798,2105,-1.3,12,22,7
Matt Targett,ENG,DF,Newcastle Utd,Premier League,27,1995,3,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,2,0,1,1,100.0,1,0,2,36,41,87.8,657,188,0.0,1,2,0
Matteo Darmian,ITA,DF,Inter,Serie A,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,1.2,1.2,1.8,3.0,0.07,0.04,0.11,0.04,0.07,0.11,0.04,0.11,48,22,20,53,37.7,27,13,55,1181,1389,85.0,20253,6795,-0.8,22,64,14
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,18,14,1275,14.2,2,1,3,2,0,0,5,0,1.6,1.6,0.3,1.9,0.14,0.07,0.21,0.11,0.02,0.14,0.11,0.14,29,20,18,24,75.0,11,10,48,815,902,90.4,16174,4946,0.7,3,46,0
Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,10,6,5,8,62.5,5,8,36,267,299,89.3,5210,1745,-0.1,1,15,1
Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,13,11,947,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,27,14,16,24,66.7,14,18,41,323,400,80.8,5859,2412,-0.2,3,25,2
Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,13,6,544,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,10,7,4,5,80.0,9,13,10,243,272,89.3,4102,968,0.0,0,6,0
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,21,2002,34,28,2449,27.2,0,4,4,0,0,0,3,0,0.5,0.5,1.8,2.3,0.0,0.15,0.15,0.02,0.07,0.08,0.02,0.08,29,15,16,30,53.3,46,23,44,1250,1562,80.0,19172,6806,2.2,24,86,31
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,24,21,1802,20.0,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3.0,0.05,0.1,0.15,0.04,0.12,0.15,0.04,0.15,51,25,33,65,50.8,22,25,20,687,912,75.3,12501,4100,-0.3,18,38,22
Matthias Ginter,GER,DF,Freiburg,Bundesliga,29,1994,23,22,1913,21.3,0,2,2,0,0,0,3,0,1.4,1.4,1.4,2.8,0.0,0.09,0.09,0.07,0.06,0.13,0.07,0.13,29,15,16,29,55.2,40,16,93,1039,1250,83.1,19708,7154,0.6,5,86,9
Matthieu Udol,FRA,DF,Metz,Ligue 1,27,1996,30,30,2700,30.0,3,3,6,3,0,0,5,0,1.4,1.4,3.1,4.5,0.1,0.1,0.2,0.05,0.1,0.15,0.05,0.15,55,37,38,56,67.9,62,50,108,969,1300,74.5,17243,7209,-0.1,32,70,24
Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,0.13,0.0,0.13,0.11,0.01,0.12,0.11,0.12,15,12,6,11,54.5,14,19,52,1120,1193,93.9,21822,7091,-0.1,3,109,1
Mattia Bani,ITA,DF,Genoa,Serie A,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,0.08,0.0,0.08,0.05,0.0,0.05,0.05,0.05,26,10,11,22,50.0,51,22,116,962,1152,83.5,18643,6794,-0.1,2,36,1
Mattia Caldara,ITA,DF,Milan,Serie A,29,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,1,1,1,1,100.0,1,1,1,20,24,83.3,345,117,0.0,0,0,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,30,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,1,1,2,17,19,89.5,296,124,0.0,0,2,1
Mattia Viti,ITA,DF,Sassuolo,Serie A,21,2002,15,12,979,10.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,24,15,10,22,45.5,20,10,44,406,486,83.5,7156,2346,0.0,1,27,0
Matty Cash,POL,DF,Aston Villa,Premier League,25,1997,29,23,2142,23.8,2,2,4,2,0,0,8,0,4.2,4.2,2.3,6.5,0.08,0.08,0.17,0.18,0.1,0.27,0.18,0.27,54,31,29,59,49.2,35,18,59,985,1225,80.4,16094,4888,-0.3,13,69,19
Max Aarons,ENG,DF,Bournemouth,Premier League,23,2000,20,13,1237,13.7,0,1,1,0,0,0,1,0,0.0,0.0,0.8,0.9,0.0,0.07,0.07,0.0,0.06,0.06,0.0,0.06,29,19,20,34,58.8,9,8,27,450,581,77.5,7402,2789,0.2,7,25,13
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,24,18,1756,19.5,1,0,1,1,0,0,4,0,1.0,1.0,1.6,2.6,0.05,0.0,0.05,0.05,0.08,0.13,0.05,0.13,65,39,39,74,52.7,35,22,39,598,859,69.6,10280,4077,-1.6,23,46,12
