Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Glsp90,Astp90,G+Ap90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90,Sh,SoT,SoT%,Sh/90,SoT/90,ShDist,npxG/Sh,G-xG,Cmp,Att,Cmp%,PTotDist,PPrgDist,A-xAG,KP,1/3,PPA,PrgC,PrgR,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,TOAtt,TOSucc,TOSucc%,Tkld,Tkld%,Carries,CTotDist,CPrgDist,C1/3,CPA,Rec
Filip Stojilković,SUI,"FW,MF",Darmstadt 98,Bundesliga,23,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,4,1,25.0,2.34,0.58,20.5,0.05,-0.2,10,21,47.6,176,45,0.0,0,2,1,4,10,35,1,2,12,21,8,3,1,33.3,1,33.3,24,156,99,2,4,25
Florian Dietz,GER,"FW,MF",Köln,Bundesliga,24,1998,5,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.0,0.0,0.0,0.34,0.12,0.46,0.34,0.46,3,1,33.3,3.86,1.29,15.8,0.09,-0.3,13,19,68.4,135,12,-0.1,2,0,0,0,8,32,0,2,17,13,5,0,0,,0,,17,39,3,1,0,22
Florian Thauvin,FRA,FW,Udinese,Serie A,30,1993,29,19,1710,19.0,5,3,8,4,1,1,4,0,4.7,3.9,4.2,8.2,0.26,0.16,0.42,0.25,0.22,0.47,0.21,0.43,47,14,29.8,2.47,0.74,18.2,0.08,0.3,385,548,70.3,6704,2190,-1.2,38,41,39,71,97,774,4,70,343,385,82,90,35,38.9,46,51.1,489,3738,1928,53,30,541
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,29,19,1692,18.8,7,5,12,7,0,3,1,0,11.0,8.5,3.3,11.8,0.37,0.27,0.64,0.59,0.18,0.76,0.45,0.63,63,26,41.3,3.35,1.38,14.0,0.14,-4.0,263,365,72.1,3304,588,1.7,26,20,11,35,199,620,5,30,248,345,140,41,11,26.8,28,68.3,501,2890,793,18,29,490
Francesco Camarda,ITA,FW,Milan,Serie A,15,2008,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,0,,0,0,0.0,0,0,0,0,1,2,0,1,0,1,0,1,0,0.0,1,100.0,2,9,0,0,0,1
Francesco Caputo,ITA,FW,Empoli,Serie A,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,0.21,0.0,0.21,0.24,0.05,0.3,0.19,0.24,22,9,40.9,1.56,0.64,11.7,0.12,-0.4,164,216,75.9,2140,396,-0.7,10,9,3,7,65,290,4,15,146,132,49,10,5,50.0,4,40.0,175,656,204,6,4,221
Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,23,1999,29,14,1438,16.0,5,2,7,5,0,0,5,0,3.1,3.1,1.6,4.7,0.31,0.13,0.44,0.19,0.1,0.29,0.19,0.29,41,14,34.1,2.57,0.88,16.3,0.07,1.9,231,333,69.4,3287,906,0.4,14,21,13,31,121,520,20,57,210,262,63,37,13,35.1,20,54.1,375,2367,891,17,11,364
Fraser Hornby,SCO,"FW,MF",Darmstadt 98,Bundesliga,23,1999,7,1,217,2.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,0.0,0.0,0.0,0.27,0.14,0.41,0.27,0.41,10,2,20.0,4.15,0.83,13.1,0.07,-0.7,35,63,55.6,503,71,-0.3,4,0,2,7,7,91,5,8,34,51,18,4,1,25.0,3,75.0,38,234,125,3,4,57
Gabriel Jesus,BRA,FW,Arsenal,Premier League,26,1997,27,17,1478,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,0.24,0.3,0.55,0.39,0.23,0.62,0.39,0.62,55,19,34.5,3.35,1.16,12.2,0.12,-2.3,403,513,78.6,5315,971,1.2,29,18,19,38,155,782,16,75,247,472,139,75,35,46.7,30,40.0,489,2654,1146,21,25,567
Gabriel Martinelli,BRA,FW,Arsenal,Premier League,22,2001,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,0.27,0.18,0.45,0.31,0.27,0.58,0.31,0.58,58,20,34.5,2.59,0.89,15.6,0.12,-0.8,724,929,77.9,11003,2008,-2.1,46,22,33,127,345,1241,12,96,315,844,196,114,40,35.1,61,53.5,856,5863,2981,49,82,956
Gabriel Strefezza,BRA,FW,Lecce,Serie A,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,0.08,0.0,0.08,0.2,0.09,0.29,0.14,0.23,27,5,18.5,2.19,0.4,22.8,0.06,-1.5,300,412,72.8,5197,1463,-1.2,20,34,20,34,81,561,11,61,235,278,21,35,15,42.9,15,42.9,368,2360,1136,37,4,385
Gabriel Veiga,ESP,FW,Celta Vigo,La Liga,21,2002,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,3,5,60.0,16,8,0.0,0,0,0,0,1,7,0,0,4,3,0,1,0,0.0,1,100.0,6,23,4,0,0,7
Gaëtan Laborde,FRA,"FW,MF",Nice,Ligue 1,29,1994,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,0.24,0.09,0.33,0.36,0.08,0.45,0.29,0.37,62,22,35.5,2.93,1.04,16.0,0.1,-2.7,366,558,65.6,5696,1386,0.2,27,25,26,33,161,780,9,77,333,377,101,50,17,34.0,33,66.0,559,2788,1068,24,16,548
Gaetano Castrovilli,ITA,"FW,MF",Fiorentina,Serie A,26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.3,0.3,0.6,0.9,0.25,0.49,0.74,0.08,0.15,0.23,0.08,0.23,5,2,40.0,1.23,0.49,14.9,0.07,0.7,75,116,64.7,1164,320,1.4,7,6,3,14,25,160,6,17,72,74,11,14,3,21.4,9,64.3,90,696,357,8,2,115
Gaetano Oristanio,ITA,"FW,MF",Cagliari,Serie A,20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,1.8,1.8,1.1,2.8,0.16,0.08,0.24,0.14,0.09,0.23,0.14,0.23,23,5,21.7,1.87,0.41,18.9,0.08,0.2,164,242,67.8,2772,783,-0.1,15,15,11,25,76,426,7,53,181,204,36,60,32,53.3,23,38.3,269,2053,798,21,9,270
Gennaro Borrelli,ITA,FW,Frosinone,Serie A,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,1,0,0,0,1,0,1,0,0.0,0,0.0,1,11,2,0,0,1
George Earthy,ENG,FW,West Ham,Premier League,18,2004,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2.65,0.0,2.65,0.82,0.0,0.82,0.82,0.82,1,1,100.0,2.65,2.65,3.8,0.31,0.7,16,17,94.1,183,43,0.0,0,0,0,0,3,18,0,3,7,8,1,0,0,,0,,13,48,13,1,0,15
George Pușcaș,ROU,FW,Genoa,Serie A,27,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,11,5,45.5,5.18,2.36,12.9,0.19,-2.1,34,61,55.7,430,67,-0.1,1,3,1,5,17,92,2,2,45,46,17,3,1,33.3,2,66.7,58,319,119,5,3,75
Georges Mikautadze,GEO,FW,Metz,Ligue 1,22,2000,20,20,1747,19.4,13,4,17,10,3,3,0,1,9.5,7.2,2.4,9.5,0.67,0.21,0.88,0.49,0.12,0.61,0.37,0.49,55,24,43.6,2.83,1.24,17.7,0.13,3.5,299,430,69.5,4511,1182,1.6,21,30,13,52,95,669,4,44,343,304,78,98,42,42.9,52,53.1,467,3591,1583,35,24,441
Gerard Moreno,ESP,FW,Villarreal,La Liga,31,1992,30,28,2215,24.6,10,6,16,8,2,3,0,0,9.7,7.3,5.3,12.6,0.41,0.24,0.65,0.39,0.22,0.61,0.3,0.51,60,18,30.0,2.44,0.73,15.3,0.12,0.3,779,1001,77.8,12813,3399,0.7,53,82,43,48,199,1273,32,135,594,558,125,84,43,51.2,36,42.9,768,4065,1591,41,23,1015
Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,0,0,,0.0,0.0,,,0.0,5,7,71.4,46,1,0.0,1,0,0,0,1,9,0,0,6,3,1,1,0,0.0,1,100.0,3,18,0,0,0,7
Giacomo Corona,ITA,FW,Empoli,Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,2,2,100.0,41,0,0.0,0,0,0,0,0,2,0,0,1,1,0,0,0,,0,,0,0,0,0,0,0
Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,23,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,0.28,0.17,0.45,0.33,0.23,0.56,0.25,0.48,60,24,40.0,3.41,1.36,18.8,0.07,-0.9,525,709,74.0,9296,1615,-1.0,36,38,15,29,139,886,5,69,373,449,90,30,14,46.7,14,46.7,540,2852,895,18,12,689
Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,0.48,0.12,0.6,0.15,0.16,0.31,0.06,0.22,13,5,38.5,1.57,0.6,22.5,0.04,2.7,171,236,72.5,2666,927,-0.3,16,30,10,17,42,328,5,22,162,154,19,30,10,33.3,14,46.7,179,1122,473,14,6,214
Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,0.22,0.07,0.3,0.36,0.08,0.44,0.3,0.38,34,10,29.4,2.54,0.75,14.2,0.12,-1.8,120,171,70.2,1645,217,-0.1,19,2,3,8,63,262,7,23,97,145,67,9,4,44.4,3,33.3,143,651,237,6,7,189
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,24,1999,29,17,1453,16.1,12,6,18,12,0,0,1,0,6.5,6.5,3.9,10.5,0.74,0.37,1.11,0.4,0.24,0.65,0.4,0.65,60,26,43.3,3.72,1.61,15.1,0.11,5.5,293,434,67.5,5369,1076,2.1,33,30,14,22,167,655,15,35,283,340,93,31,15,48.4,11,35.5,448,2109,629,21,5,565
Gift Orban,NGA,FW,Lyon,Ligue 1,21,2002,13,5,474,5.3,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.1,0.19,0.0,0.19,0.21,0.0,0.21,0.21,0.21,8,2,25.0,1.52,0.38,12.7,0.14,-0.1,73,103,70.9,1022,169,0.0,0,3,2,8,33,159,2,12,70,80,25,13,5,38.5,7,53.8,127,657,194,4,8,122
Gio Reyna,USA,"FW,MF",Nott'ham Forest,Premier League,20,2002,9,2,235,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.5,0.8,0.0,0.38,0.38,0.11,0.18,0.29,0.11,0.29,5,2,40.0,1.91,0.77,21.3,0.06,-0.3,118,140,84.3,1768,374,0.5,7,5,2,3,14,173,2,18,71,84,12,7,3,42.9,4,57.1,83,327,101,2,2,121
Giorgi Kvernadze,GEO,"FW,DF",Frosinone,Serie A,20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,31,36,86.1,498,57,0.0,0,1,0,0,6,49,0,8,22,19,1,5,3,60.0,2,40.0,29,206,49,1,0,37
Giovanni Simeone,ARG,FW,Napoli,Serie A,28,1995,28,8,800,8.9,1,0,1,1,0,0,3,0,3.4,3.4,0.6,3.9,0.11,0.0,0.11,0.38,0.06,0.44,0.38,0.44,35,12,34.3,3.94,1.35,14.6,0.1,-2.4,132,187,70.6,1760,309,-0.6,9,7,5,11,76,301,7,19,128,159,56,10,5,50.0,5,50.0,168,875,281,9,4,233
Giuliano Simeone,ARG,FW,Alavés,La Liga,20,2002,14,6,630,7.0,1,2,3,1,0,1,1,0,2.4,1.6,2.0,3.6,0.14,0.29,0.43,0.34,0.29,0.63,0.23,0.52,14,2,14.3,2.0,0.29,19.7,0.12,-1.4,114,169,67.5,1546,563,0.0,11,9,12,25,47,254,5,43,80,137,27,22,9,40.9,12,54.5,137,907,513,8,5,159
Giuseppe Caso,ITA,"FW,MF",Frosinone,Serie A,24,1998,14,2,417,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,7,4,57.1,1.51,0.86,19.4,0.04,-0.3,95,112,84.8,1144,413,-0.2,3,5,8,15,37,178,1,11,54,120,13,36,15,41.7,18,50.0,129,952,451,14,6,141
Gonçalo Guedes,POR,"FW,MF",Villarreal,La Liga,26,1996,17,9,951,10.6,3,2,5,3,0,0,0,0,2.3,2.3,1.5,3.8,0.28,0.19,0.47,0.22,0.14,0.36,0.22,0.36,26,8,30.8,2.46,0.76,19.6,0.09,0.7,255,333,76.6,4075,1057,0.5,19,19,23,38,88,434,6,32,155,248,42,15,10,66.7,5,33.3,264,1721,925,18,10,331
Gonçalo Paciência,POR,"FW,MF",Bochum,Bundesliga,28,1994,19,6,650,7.2,3,1,4,3,0,0,3,0,3.0,3.0,1.3,4.3,0.42,0.14,0.55,0.41,0.18,0.59,0.41,0.59,38,12,31.6,5.26,1.66,17.9,0.08,0.0,111,176,63.1,1573,553,-0.3,9,20,7,9,50,301,8,22,140,141,37,27,12,44.4,14,51.9,177,670,289,6,3,227
Gonçalo Ramos,POR,FW,Paris S-G,Ligue 1,22,2001,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,0.7,0.06,0.76,0.69,0.15,0.84,0.64,0.79,54,20,37.0,3.42,1.27,13.2,0.19,0.1,304,397,76.6,3651,601,-1.4,15,18,9,11,88,592,17,76,238,282,93,21,8,38.1,11,52.4,432,1766,518,10,10,439
Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,1,1,100.0,4.74,4.74,19.1,0.03,0.0,4,7,57.1,35,7,0.0,0,0,0,1,3,11,0,2,4,5,1,1,0,0.0,1,100.0,8,56,20,1,1,7
Gorka Guruzeta,ESP,FW,Athletic Club,La Liga,26,1996,32,30,2217,24.6,14,5,19,14,0,1,2,0,11.6,10.8,2.4,13.2,0.57,0.2,0.77,0.47,0.1,0.57,0.44,0.54,63,28,44.4,2.56,1.14,13.5,0.17,2.4,422,618,68.3,5920,1140,2.6,27,38,14,18,102,923,22,77,456,399,110,33,19,57.6,13,39.4,446,1830,688,13,4,623
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,Serie A,32,1991,20,7,757,8.4,1,2,3,1,0,0,0,0,1.0,1.0,1.2,2.2,0.12,0.24,0.36,0.12,0.14,0.26,0.12,0.26,12,3,25.0,1.43,0.36,21.5,0.08,0.0,187,221,84.6,2738,555,0.8,8,10,3,7,42,310,7,47,141,125,19,13,4,30.8,8,61.5,181,1001,348,7,2,219
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27,1995,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,0.18,0.09,0.26,0.43,0.11,0.54,0.36,0.47,30,7,23.3,2.63,0.61,14.6,0.14,-2.9,198,265,74.7,2891,584,-0.2,12,19,12,12,85,406,12,18,204,185,57,30,10,33.3,20,66.7,284,1478,493,11,3,312
Gustav Isaksen,DEN,FW,Lazio,Serie A,22,2001,28,12,1074,11.9,3,1,4,3,0,0,3,0,1.6,1.6,2.6,4.2,0.25,0.08,0.34,0.13,0.22,0.35,0.13,0.35,23,9,39.1,1.93,0.75,20.0,0.07,1.4,218,328,66.5,3100,676,-1.6,19,8,11,36,95,464,6,53,169,253,51,43,15,34.9,23,53.5,293,2056,969,21,14,348
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,0.8,1.5,2.2,0.14,0.0,0.14,0.05,0.1,0.16,0.05,0.16,12,6,50.0,0.84,0.42,18.2,0.06,1.2,451,549,82.1,6644,1432,-1.5,15,38,11,25,90,664,9,81,353,240,38,36,15,41.7,17,47.2,552,3212,1338,27,9,528
Harry Kane,ENG,FW,Bayern Munich,Bundesliga,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,1.14,0.25,1.39,0.97,0.2,1.17,0.85,1.05,141,61,43.3,4.47,1.93,14.4,0.19,5.4,474,664,71.4,8936,2715,1.6,31,66,41,36,164,995,19,69,395,541,180,59,24,40.7,30,50.8,634,3098,1287,25,14,782
Harry Wilson,WAL,FW,Fulham,Premier League,26,1997,35,16,1620,18.0,4,6,10,4,0,0,6,0,3.4,3.4,3.5,6.8,0.22,0.33,0.56,0.19,0.19,0.38,0.19,0.38,40,13,32.5,2.22,0.72,19.1,0.08,0.6,478,632,75.6,7538,1644,2.5,22,34,26,41,130,828,24,118,352,371,53,34,15,44.1,16,47.1,505,3258,1513,25,17,606
Harvey Barnes,ENG,"FW,MF",Newcastle Utd,Premier League,25,1997,21,7,802,8.9,5,3,8,5,0,0,2,0,3.6,3.6,3.2,6.8,0.56,0.34,0.9,0.4,0.36,0.76,0.4,0.76,27,12,44.4,3.03,1.35,16.0,0.13,1.4,208,272,76.5,2981,750,-0.2,13,11,17,45,79,360,5,48,117,200,60,25,7,28.0,14,56.0,266,1782,1093,21,23,285
Hugo Duro,ESP,FW,Valencia,La Liga,23,1999,37,35,2976,33.1,13,2,15,13,0,0,4,0,11.5,11.5,1.3,12.9,0.39,0.06,0.45,0.35,0.04,0.39,0.35,0.39,66,29,43.9,2.0,0.88,12.9,0.17,1.5,406,570,71.2,5076,712,0.7,14,19,4,27,157,913,36,92,416,418,123,41,13,31.7,22,53.7,512,2033,782,20,13,666
Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0,0,,0.0,0.0,,,0.0,7,8,87.5,60,17,0.0,1,0,1,0,3,11,0,0,1,10,2,0,0,,0,,11,56,6,0,1,11
Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,2002,14,7,716,8.0,4,2,6,4,0,0,3,0,2.4,2.4,1.7,4.1,0.5,0.25,0.75,0.3,0.21,0.51,0.3,0.51,30,9,30.0,3.77,1.13,14.1,0.08,1.6,131,193,67.9,1934,348,0.3,12,13,3,16,60,311,2,20,137,159,56,39,18,46.2,19,48.7,190,1040,500,9,9,225
Hwang Hee-chan,KOR,"FW,MF",Wolves,Premier League,27,1996,29,25,2119,23.5,12,3,15,11,1,1,6,0,7.7,6.9,3.0,9.9,0.51,0.13,0.64,0.33,0.13,0.45,0.29,0.42,44,17,38.6,1.87,0.72,12.2,0.16,4.3,424,551,77.0,5661,1028,0.0,17,19,7,37,120,777,13,100,345,344,103,69,36,52.2,30,43.5,478,2586,999,21,24,564
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,0.3,0.33,0.63,0.38,0.34,0.72,0.25,0.59,74,23,31.1,2.46,0.76,20.0,0.1,-2.5,949,1305,72.7,15355,4670,-0.1,90,99,55,84,202,1546,11,99,650,816,137,47,29,61.7,12,25.5,995,5117,2527,61,25,1146
Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,0.0,0.0,0.0,0.35,0.04,0.39,0.35,0.39,5,0,0.0,2.15,0.0,17.1,0.16,-0.8,97,138,70.3,1316,400,-0.1,2,6,2,9,15,179,7,49,56,75,8,4,0,0.0,4,100.0,100,555,315,5,2,117
Ibrahim Cissoko,NED,"FW,MF",Toulouse,Ligue 1,20,2003,11,2,241,2.7,1,1,2,1,0,0,1,0,0.8,0.8,0.4,1.2,0.37,0.37,0.75,0.29,0.16,0.45,0.29,0.45,8,4,50.0,2.99,1.49,20.2,0.1,0.2,89,116,76.7,1398,357,0.6,6,7,9,21,39,156,0,14,40,104,27,30,17,56.7,12,40.0,124,846,482,9,13,114
Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,21,2001,23,4,524,5.8,4,1,5,4,0,0,3,0,3.1,3.1,0.5,3.6,0.69,0.17,0.86,0.54,0.08,0.62,0.54,0.62,17,9,52.9,2.92,1.55,15.5,0.19,0.9,177,232,76.3,2754,612,0.5,5,11,7,15,61,341,14,59,128,159,18,29,11,37.9,18,62.1,268,1775,700,17,2,237
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,24,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,2,3,66.7,16,7,0.0,0,1,0,0,1,7,0,0,7,0,0,0,0,,0,,5,33,17,0,0,7
Ibrahima Koné,MLI,FW,Almería,La Liga,24,1999,9,2,277,3.1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.0,0.0,0.0,0.14,0.03,0.17,0.14,0.17,4,2,50.0,1.3,0.65,12.9,0.11,-0.4,38,56,67.9,533,141,-0.1,2,0,0,5,18,83,5,7,41,37,10,4,1,25.0,2,50.0,44,208,112,1,4,58
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,,,0.0,1,1,100.0,8,6,0.0,0,0,0,0,2,3,0,0,2,1,0,0,0,,0,,2,7,0,0,0,2
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24,1999,6,2,184,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.21,0.27,0.49,0.21,0.49,6,0,0.0,2.93,0.0,10.8,0.07,-0.4,31,53,58.5,475,169,-0.6,4,1,3,7,26,77,1,4,24,51,10,1,0,0.0,1,100.0,64,438,109,2,3,62
Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,29,1994,32,16,1636,18.2,7,5,12,7,0,0,3,0,4.9,4.9,2.6,7.5,0.39,0.28,0.66,0.27,0.14,0.41,0.27,0.41,38,14,36.8,2.09,0.77,17.1,0.13,2.1,360,514,70.0,5117,1476,2.4,15,9,15,42,145,755,18,101,272,393,76,63,26,41.3,32,50.8,430,2222,1052,36,22,516
Iliman Ndiaye,SEN,"FW,MF",Marseille,Ligue 1,23,2000,30,19,1618,18.0,3,3,6,3,0,0,0,1,4.5,4.5,2.6,7.1,0.17,0.17,0.33,0.25,0.15,0.39,0.25,0.39,35,9,25.7,1.95,0.5,15.6,0.13,-1.5,465,562,82.7,6725,1493,0.4,22,37,15,51,152,771,12,78,302,411,73,79,44,55.7,30,38.0,611,4042,1500,32,15,571
Iñaki Williams,GHA,FW,Athletic Club,La Liga,29,1994,34,32,2844,31.6,12,3,15,12,0,0,4,0,9.4,9.4,6.3,15.8,0.38,0.09,0.47,0.3,0.2,0.5,0.3,0.5,93,43,46.2,2.94,1.36,15.4,0.1,2.6,668,995,67.1,8942,2406,-3.3,44,29,53,114,333,1435,47,134,463,859,175,120,49,40.8,60,50.0,907,5587,2913,66,51,1063
Isaac Romero,ESP,FW,Sevilla,La Liga,23,2000,14,14,1039,11.5,4,4,8,4,0,0,2,0,7.3,7.3,1.7,9.0,0.35,0.35,0.69,0.63,0.15,0.78,0.63,0.78,42,17,40.5,3.64,1.47,14.8,0.17,-3.3,146,209,69.9,1949,319,2.3,11,9,9,31,64,370,9,35,143,202,63,31,13,41.9,16,51.6,195,1216,657,12,14,248
Isaac Success,NGA,"FW,MF",Udinese,Serie A,27,1996,27,9,880,9.8,1,1,2,1,0,1,4,0,2.7,1.9,1.1,3.0,0.1,0.1,0.2,0.28,0.11,0.39,0.2,0.31,18,4,22.2,1.84,0.41,16.9,0.11,-1.7,130,204,63.7,1955,467,-0.1,11,16,4,15,51,332,14,28,159,151,28,40,20,50.0,14,35.0,237,1296,409,12,5,288
Ismaila Sarr,SEN,"FW,MF",Marseille,Ligue 1,25,1998,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,0.19,0.25,0.44,0.2,0.15,0.35,0.2,0.35,25,10,40.0,1.55,0.62,12.7,0.13,-0.2,366,483,75.8,4949,1093,1.5,20,10,15,49,152,675,24,72,252,357,89,45,14,31.1,25,55.6,508,3343,1556,33,21,486
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,22,2000,7,3,237,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.14,0.24,0.39,0.14,0.39,5,1,20.0,1.9,0.38,22.8,0.08,-0.4,33,62,53.2,428,98,-0.6,3,1,0,4,18,98,4,8,49,43,6,11,3,27.3,4,36.4,63,406,143,5,1,71
Ivan Cavaleiro,POR,FW,Lille,Ligue 1,29,1993,17,9,770,8.6,1,1,2,1,0,0,1,0,1.3,1.3,1.2,2.5,0.12,0.12,0.23,0.15,0.15,0.29,0.15,0.29,11,3,27.3,1.29,0.35,13.4,0.12,-0.3,207,282,73.4,2965,777,-0.2,12,7,10,18,77,366,6,41,161,166,31,18,10,55.6,8,44.4,282,1515,541,14,5,268
Ivan Perišić,CRO,FW,Tottenham,Premier League,34,1989,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,0.0,0.87,0.87,0.1,0.75,0.85,0.1,0.85,2,0,0.0,1.75,0.0,13.0,0.06,-0.1,53,76,69.7,828,363,0.1,5,4,6,15,17,93,3,24,20,49,10,7,4,57.1,3,42.9,65,398,277,5,6,74
Ivan Toney,ENG,FW,Brentford,Premier League,27,1996,17,16,1450,16.1,4,2,6,4,0,0,5,0,6.0,6.0,1.5,7.4,0.25,0.12,0.37,0.37,0.09,0.46,0.37,0.46,51,21,41.2,3.17,1.3,17.4,0.12,-2.0,228,426,53.5,2972,1188,0.5,12,20,18,23,98,620,20,74,281,273,67,23,10,43.5,10,43.5,358,1633,809,17,13,465
Jack Grealish,ENG,"FW,MF",Manchester City,Premier League,27,1995,20,10,1009,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,0.27,0.09,0.36,0.19,0.22,0.41,0.19,0.41,22,5,22.7,1.96,0.45,16.1,0.09,0.9,499,580,86.0,7032,1069,-1.5,26,15,25,87,146,697,7,53,206,443,82,41,18,43.9,11,26.8,522,4025,2080,46,50,578
