Player,Annual Wage (Euros),Weekly Wage (Euros),Squad,Age,League
Dennis Geiger,2160000 ,41538 ,Hoffenheim,25,Bundesliga
Serhou Guirassy,2160000 ,41538 ,Stuttgart,27,Bundesliga
Ludovic Ajorque,2160000 ,41538 ,Mainz 05,29,Bundesliga
Gaëtan Laborde,2160000 ,41538 ,Nice,29,Ligue 1
Altay Bayındır,2154309 ,41429 ,Manchester Utd,25,Premier League
Ben Brereton,2154309 ,41429 ,Sheffield Utd,24,Premier League
Rhian Brewster,2154309 ,41429 ,Sheffield Utd,23,Premier League
Adam Wharton,2154309 ,41429 ,Crystal Palace,19,Premier League
Joel Ward,2154309 ,41429 ,Crystal Palace,33,Premier League
Will Hughes,2154309 ,41429 ,Crystal Palace,28,Premier League
Adam Smith,2154309 ,41429 ,Bournemouth,32,Premier League
Chris Mepham,2154309 ,41429 ,Bournemouth,25,Premier League
Dango Ouattara,2154309 ,41429 ,Bournemouth,21,Premier League
Marcus Tavernier,2154309 ,41429 ,Bournemouth,24,Premier League
Max Aarons,2154309 ,41429 ,Bournemouth,23,Premier League
Romain Faivre,2154309 ,41429 ,Bournemouth,25,Premier League
Ryan Fredericks,2154309 ,41429 ,Bournemouth,31,Premier League
Vladimír Coufal,2154309 ,41429 ,West Ham,30,Premier League
Álex Moreno,2154309 ,41429 ,Aston Villa,30,Premier League
Jean-Ricner Bellegarde,2154309 ,41429 ,Wolves,25,Premier League
Jonny Castro,2154309 ,41429 ,Wolves,29,Premier League
Sasa Kalajdzic,2154309 ,41429 ,Wolves,26,Premier League
Jacob Bruun Larsen,2154309 ,41429 ,Burnley,24,Premier League
Jóhann Berg Guðmundsson,2154309 ,41429 ,Burnley,32,Premier League
Nathan Redmond,2154309 ,41429 ,Burnley,29,Premier League
Jacob Murphy,2154309 ,41429 ,Newcastle Utd,28,Premier League
Javier Manquillo,2154309 ,41429 ,Newcastle Utd,29,Premier League
Paul Dummett,2154309 ,41429 ,Newcastle Utd,31,Premier League
Christian Nørgaard,2154309 ,41429 ,Brentford,29,Premier League
Keane Lewis-Potter,2154309 ,41429 ,Brentford,22,Premier League
Rico Henry,2154309 ,41429 ,Brentford,26,Premier League
Marcus Bettinelli,2154309 ,41429 ,Chelsea,31,Premier League
Bart Verbruggen,2154309 ,41429 ,Brighton,20,Premier League
Tariq Lamptey,2154309 ,41429 ,Brighton,22,Premier League
Jarrad Branthwaite,2154309 ,41429 ,Everton,21,Premier League
Ryan John Giles,2154309 ,41429 ,Luton Town,23,Premier League
Andrew Omobamidele,2154309 ,41429 ,Nott'ham Forest,21,Premier League
Harry Toffolo,2154309 ,41429 ,Nott'ham Forest,27,Premier League
Matz Sels,2154309 ,41429 ,Nott'ham Forest,31,Premier League
Nicolás Domínguez,2154309 ,41429 ,Nott'ham Forest,25,Premier League
Bobby Reid,2154309 ,41429 ,Fulham,30,Premier League
Harry Wilson,2154309 ,41429 ,Fulham,26,Premier League
Jaime Mata,2140000 ,41154 ,Getafe,34,La Liga
Wout Weghorst,2120000 ,40769 ,Hoffenheim,30,Bundesliga
Maximilian Wöber,2120000 ,40769 ,Gladbach,25,Bundesliga
Sasa Kalajdzic,2120000 ,40769 ,Eint Frankfurt,26,Bundesliga
Jaume Doménech,2110000 ,40577 ,Valencia,32,La Liga
Marius Bülter,2100000 ,40385 ,Hoffenheim,30,Bundesliga
Maximilian Philipp,2100000 ,40385 ,Freiburg,29,Bundesliga
Piero Hincapié,2080000 ,40000 ,Leverkusen,21,Bundesliga
Mikel Vesga,2080000 ,40000 ,Athletic Club,30,La Liga
Raúl García,2080000 ,40000 ,Athletic Club,37,La Liga
Nemanja Maksimović,2080000 ,40000 ,Getafe,28,La Liga
Luís Maximiano,2080000 ,40000 ,Almería,24,La Liga
Miguel Crespo,2080000 ,40000 ,Rayo Vallecano,27,La Liga
Isaac Romero,2080000 ,40000 ,Sevilla,24,La Liga
Marc Bartra,2080000 ,40000 ,Betis,32,La Liga
Suat Serdar,2050000 ,39423 ,Hellas Verona,26,Serie A
Pablo Marí,2050000 ,39423 ,Monza,29,Serie A
Josip Brekalo,2050000 ,39423 ,Fiorentina,25,Serie A
Nahitan Nández,2050000 ,39423 ,Cagliari,27,Serie A
Sergio Rico,2050000 ,39423 ,Paris S-G,30,Ligue 1
Jonas Wind,2040000 ,39231 ,Wolfsburg,24,Bundesliga
Julian Ryerson,2040000 ,39231 ,Dortmund,25,Bundesliga
Gianluca Lapadula,2040000 ,39231 ,Cagliari,33,Serie A
Lyle Foster,2000430 ,38470 ,Burnley,22,Premier League
Fodé Ballo-Touré,2000430 ,38470 ,Fulham,26,Premier League
Attila Szalai,2000000 ,38462 ,Hoffenheim,25,Bundesliga
Pavel Kadeřábek,2000000 ,38462 ,Hoffenheim,31,Bundesliga
Sven Ulreich,2000000 ,38462 ,Bayern Munich,34,Bundesliga
Marvin Friedrich,2000000 ,38462 ,Gladbach,27,Bundesliga
Lukas Nmecha,2000000 ,38462 ,Wolfsburg,24,Bundesliga
Patrick Wimmer,2000000 ,38462 ,Wolfsburg,22,Bundesliga
Mohamed Simakan,2000000 ,38462 ,RB Leipzig,23,Bundesliga
Jens Petter Hauge,2000000 ,38462 ,Eint Frankfurt,23,Bundesliga
Victor Boniface,2000000 ,38462 ,Leverkusen,23,Bundesliga
Alex Baena,2000000 ,38462 ,Villarreal,22,La Liga
Ben Brereton,2000000 ,38462 ,Villarreal,24,La Liga
Juan Foyth,2000000 ,38462 ,Villarreal,25,La Liga
Igor Zubeldia,2000000 ,38462 ,Real Sociedad,26,La Liga
Takefusa Kubo,2000000 ,38462 ,Real Sociedad,22,La Liga
Fran Beltrán,2000000 ,38462 ,Celta Vigo,24,La Liga
Angeliño,2000000 ,38462 ,Roma,26,Serie A
Iliman Ndiaye,2000000 ,38462 ,Marseille,23,Ligue 1
Philipp Max,1990000 ,38269 ,Eint Frankfurt,29,Bundesliga
Mitchell Weiser,1980000 ,38077 ,Werder Bremen,29,Bundesliga
Edimilson Fernandes,1980000 ,38077 ,Mainz 05,27,Bundesliga
Imran Louza,1970000 ,37885 ,Lorient,24,Ligue 1
David Jurásek,1920000 ,36923 ,Hoffenheim,23,Bundesliga
Hannes Wolf,1920000 ,36923 ,Gladbach,24,Bundesliga
Manu Koné,1920000 ,36923 ,Gladbach,22,Bundesliga
Hugo Guillamón,1920000 ,36923 ,Valencia,23,La Liga
Gerard Deulofeu,1920000 ,36923 ,Udinese,29,Serie A
Valentino Lazaro,1920000 ,36923 ,Torino,27,Serie A
Papu Gómez,1920000 ,36923 ,Monza,35,Serie A
Dodô,1920000 ,36923 ,Fiorentina,24,Serie A
Yerry Mina,1920000 ,36923 ,Fiorentina,28,Serie A
Gustav Isaksen,1920000 ,36923 ,Lazio,22,Serie A
El Bilal Touré,1920000 ,36923 ,Atalanta,21,Serie A
Teun Koopmeiners,1920000 ,36923 ,Atalanta,25,Serie A
Eldor Shomurodov,1920000 ,36923 ,Cagliari,28,Serie A
Junior Sambia,1920000 ,36923 ,Salernitana,26,Serie A
Mathías Olivera,1920000 ,36923 ,Napoli,25,Serie A
Simon Kjær,1920000 ,36923 ,Milan,34,Serie A
Davy Klaassen,1920000 ,36923 ,Inter,30,Serie A
Anton Stach,1900000 ,36538 ,Hoffenheim,24,Bundesliga
Bouna Sarr,1900000 ,36538 ,Bayern Munich,31,Bundesliga
Joakim Mæhle,1900000 ,36538 ,Wolfsburg,26,Bundesliga
Étienne Capoue,1900000 ,36538 ,Villarreal,35,La Liga
Rafa Mir,1900000 ,36538 ,Sevilla,26,La Liga
Ko Itakura,1890000 ,36346 ,Gladbach,26,Bundesliga
Lee Jae-sung,1890000 ,36346 ,Mainz 05,30,Bundesliga
Silvan Widmer,1890000 ,36346 ,Mainz 05,30,Bundesliga
Ivan Ordets,1890000 ,36346 ,Bochum,31,Bundesliga
Josip Stanišić,1890000 ,36346 ,Leverkusen,23,Bundesliga
Adam Hložek,1880000 ,36154 ,Leverkusen,21,Bundesliga
Dimitri Foulquier,1870000 ,35962 ,Valencia,30,La Liga
Marco Silvestri,1850000 ,35577 ,Udinese,32,Serie A
Riccardo Saponara,1850000 ,35577 ,Hellas Verona,31,Serie A
Samuele Ricci,1850000 ,35577 ,Torino,21,Serie A
Yann Karamoh,1850000 ,35577 ,Torino,25,Serie A
Kevin Bonifazi,1850000 ,35577 ,Bologna,27,Serie A
Remo Freuler,1850000 ,35577 ,Bologna,31,Serie A
Danilo D'Ambrosio,1850000 ,35577 ,Monza,34,Serie A
Andrea Belotti,1850000 ,35577 ,Fiorentina,29,Serie A
Michael Kayode,1850000 ,35577 ,Fiorentina,19,Serie A
Ivan Provedel,1850000 ,35577 ,Lazio,29,Serie A
Nicolò Casale,1850000 ,35577 ,Lazio,25,Serie A
Mario Pašalić,1850000 ,35577 ,Atalanta,28,Serie A
Marten de Roon,1850000 ,35577 ,Atalanta,32,Serie A
Rafael Tolói,1850000 ,35577 ,Atalanta,32,Serie A
Sebastiano Luperto,1850000 ,35577 ,Empoli,26,Serie A
Jakub Jankto,1850000 ,35577 ,Cagliari,27,Serie A
Giulio Maggiore,1850000 ,35577 ,Salernitana,25,Serie A
Simeon Nwankwo,1850000 ,35577 ,Salernitana,31,Serie A
Edoardo Bove,1850000 ,35577 ,Roma,21,Serie A
Hamed Junior Traorè,1850000 ,35577 ,Napoli,23,Serie A
Juan Jesus,1850000 ,35577 ,Napoli,32,Serie A
Tommaso Pobega,1850000 ,35577 ,Milan,24,Serie A
Andrea Cambiaso,1850000 ,35577 ,Juventus,23,Serie A
Fabio Miretti,1850000 ,35577 ,Juventus,19,Serie A
Alessio Cragno,1850000 ,35577 ,Sassuolo,29,Serie A
Andrea Consigli,1850000 ,35577 ,Sassuolo,36,Serie A
Ivan Cavaleiro,1850000 ,35577 ,Lille,29,Ligue 1
Marquinhos,1846551 ,35511 ,Arsenal,20,Premier League
Anel Ahmedhodžić,1846551 ,35511 ,Sheffield Utd,24,Premier League
Cameron Archer,1846551 ,35511 ,Sheffield Utd,22,Premier League
Gustavo Hamer,1846551 ,35511 ,Sheffield Utd,26,Premier League
Tom Davies,1846551 ,35511 ,Sheffield Utd,25,Premier League
Vinicius Souza,1846551 ,35511 ,Sheffield Utd,24,Premier League
Ionuț Radu,1846551 ,35511 ,Bournemouth,26,Premier League
Lloyd Kelly,1846551 ,35511 ,Bournemouth,24,Premier League
Milos Kerkez,1846551 ,35511 ,Bournemouth,19,Premier League
Jhon Durán,1846551 ,35511 ,Aston Villa,19,Premier League
João Gomes,1846551 ,35511 ,Wolves,22,Premier League
Santiago Bueno,1846551 ,35511 ,Wolves,24,Premier League
Charlie Taylor,1846551 ,35511 ,Burnley,29,Premier League
Connor Roberts,1846551 ,35511 ,Burnley,27,Premier League
David Datro Fofana,1846551 ,35511 ,Burnley,21,Premier League
Zeki Amdouni,1846551 ,35511 ,Burnley,22,Premier League
Elliot Anderson,1846551 ,35511 ,Newcastle Utd,20,Premier League
Aaron Hickey,1846551 ,35511 ,Brentford,21,Premier League
Ethan Pinnock,1846551 ,35511 ,Brentford,30,Premier League
Mark Flekken,1846551 ,35511 ,Brentford,30,Premier League
Mikkel Damsgaard,1846551 ,35511 ,Brentford,23,Premier League
Nathan Collins,1846551 ,35511 ,Brentford,22,Premier League
Vitaly Janelt,1846551 ,35511 ,Brentford,25,Premier League
Evan Ferguson,1846551 ,35511 ,Brighton,18,Premier League
Jan Paul van Hecke,1846551 ,35511 ,Brighton,23,Premier League
James Garner,1846551 ,35511 ,Everton,22,Premier League
Youssef Chermiti,1846551 ,35511 ,Everton,19,Premier League
Jacob Brown,1846551 ,35511 ,Luton Town,25,Premier League
Marvelous Nakamba,1846551 ,35511 ,Luton Town,29,Premier League
Ross Barkley,1846551 ,35511 ,Luton Town,29,Premier League
Tahith Chong,1846551 ,35511 ,Luton Town,23,Premier League
Danilo,1846551 ,35511 ,Nott'ham Forest,22,Premier League
Murillo,1846551 ,35511 ,Nott'ham Forest,21,Premier League
Nuno Tavares,1846551 ,35511 ,Nott'ham Forest,23,Premier League
Orel Mangala,1846551 ,35511 ,Nott'ham Forest,25,Premier League
Tim Ream,1846551 ,35511 ,Fulham,35,Premier League
Tom Cairney,1846551 ,35511 ,Fulham,32,Premier League
Scott Carson,1846551 ,35511 ,Manchester City,37,Premier League
Máximo Perrone,1840000 ,35385 ,Las Palmas,20,La Liga
Thierry Correia,1840000 ,35385 ,Valencia,24,La Liga
Wilfried Singo,1840000 ,35385 ,Monaco,22,Ligue 1
Nicolai Rapp,1830000 ,35192 ,Werder Bremen,26,Bundesliga
David Datro Fofana,1830000 ,35192 ,Union Berlin,20,Bundesliga
Romain Perraud,1820000 ,35000 ,Nice,25,Ligue 1
Benjamin Lecomte,1820000 ,35000 ,Montpellier,32,Ligue 1
Yann Karamoh,1820000 ,35000 ,Montpellier,25,Ligue 1
Gift Emmanuel Orban,1820000 ,35000 ,Lyon,21,Ligue 1
Orel Mangala,1820000 ,35000 ,Lyon,25,Ligue 1
Marquinhos,1820000 ,35000 ,Nantes,20,Ligue 1
Angelo Fulgini,1820000 ,35000 ,Lens,26,Ligue 1
Robert Skov,1800000 ,34615 ,Hoffenheim,27,Bundesliga
Aleksandar Pavlovic,1800000 ,34615 ,Bayern Munich,20,Bundesliga
Jordan Pefok,1800000 ,34615 ,Gladbach,27,Bundesliga
Ridle Baku,1800000 ,34615 ,Wolfsburg,25,Bundesliga
Dominik Kohr,1800000 ,34615 ,Mainz 05,29,Bundesliga
Stefan Bell,1800000 ,34615 ,Mainz 05,31,Bundesliga
El Chadaille Bitshiabu,1800000 ,34615 ,RB Leipzig,18,Bundesliga
Mark Uth,1800000 ,34615 ,Köln,31,Bundesliga
Donny van de Beek,1800000 ,34615 ,Eint Frankfurt,26,Bundesliga
Nathan Tella,1800000 ,34615 ,Leverkusen,24,Bundesliga
Óscar de Marcos,1800000 ,34615 ,Athletic Club,34,La Liga
Portu,1800000 ,34615 ,Girona,31,La Liga
Jesús Vallejo,1800000 ,34615 ,Granada,26,La Liga
Youcef Atal,1800000 ,34615 ,Nice,27,Ligue 1
Daler Kuzyaev,1800000 ,34615 ,Le Havre,30,Ligue 1
Ismaily,1800000 ,34615 ,Lille,33,Ligue 1
Guillermo Maripán,1800000 ,34615 ,Monaco,29,Ligue 1
Alex Král,1790000 ,34423 ,Union Berlin,25,Bundesliga
Gonzalo Escalante,1790000 ,34423 ,Cádiz,30,La Liga
Perr Schuurs,1790000 ,34423 ,Torino,23,Serie A
Milan Badelj,1790000 ,34423 ,Genoa,34,Serie A
Toma Bašić,1790000 ,34423 ,Lazio,26,Serie A
Gastón Pereiro,1790000 ,34423 ,Cagliari,28,Serie A
Daley Blind,1780000 ,34231 ,Girona,33,La Liga
Amad Diallo,1775529 ,34145 ,Manchester Utd,21,Premier League
Asier Villalibre,1770000 ,34038 ,Athletic Club,25,La Liga
Mostafa Mohamed,1770000 ,34038 ,Nantes,25,Ligue 1
Munir El Haddadi,1750000 ,33654 ,Las Palmas,27,La Liga
Nathan Patterson,1723447 ,33143 ,Everton,21,Premier League
Patrick Herrmann,1700000 ,32692 ,Gladbach,32,Bundesliga
Rogério,1700000 ,32692 ,Wolfsburg,25,Bundesliga
Karim Onisiwo,1700000 ,32692 ,Mainz 05,31,Bundesliga
Nadiem Amiri,1700000 ,32692 ,Mainz 05,26,Bundesliga
Álex Berenguer,1700000 ,32692 ,Athletic Club,28,La Liga
Lucas Ocampos,1700000 ,32692 ,Sevilla,29,La Liga
Unai Núñez,1700000 ,32692 ,Celta Vigo,26,La Liga
Guido Rodríguez,1700000 ,32692 ,Betis,29,La Liga
Anthony Caci,1680000 ,32308 ,Mainz 05,26,Bundesliga
Leandro Barreiro Martins,1680000 ,32308 ,Mainz 05,23,Bundesliga
Jonathan David,1680000 ,32308 ,Lille,23,Ligue 1
Alejandro Balde,1670000 ,32115 ,Barcelona,19,La Liga
Lamine Yamal,1670000 ,32115 ,Barcelona,16,La Liga
Matteo Gabbia,1670000 ,32115 ,Villarreal,23,La Liga
Nemanja Radonjić,1670000 ,32115 ,Mallorca,27,La Liga
Luka Romero,1670000 ,32115 ,Almería,18,La Liga
Christian Kabasele,1670000 ,32115 ,Udinese,32,Serie A
Lorenzo De Silvestri,1670000 ,32115 ,Bologna,35,Serie A
Łukasz Skorupski,1670000 ,32115 ,Bologna,32,Serie A
Gianluca Caprari,1670000 ,32115 ,Monza,30,Serie A
Luca Ranieri,1670000 ,32115 ,Fiorentina,24,Serie A
Adam Marušić,1670000 ,32115 ,Lazio,30,Serie A
Davide Zappacosta,1670000 ,32115 ,Atalanta,31,Serie A
Florent Mollet,1640000 ,31538 ,Nantes,31,Ligue 1
Odilon Kossounou,1630000 ,31346 ,Leverkusen,22,Bundesliga
Ilaix Moriba,1620000 ,31154 ,RB Leipzig,20,Bundesliga
Ilaix Moriba,1620000 ,31154 ,Getafe,20,La Liga
Václav Černý,1600000 ,30769 ,Wolfsburg,25,Bundesliga
Dawid Kownacki,1600000 ,30769 ,Werder Bremen,26,Bundesliga
Josip Juranović,1600000 ,30769 ,Union Berlin,27,Bundesliga
Omar Marmoush,1600000 ,30769 ,Eint Frankfurt,24,Bundesliga
Borja Iglesias,1600000 ,30769 ,Leverkusen,30,Bundesliga
Robert Andrich,1600000 ,30769 ,Leverkusen,28,Bundesliga
Aïssa Mandi,1600000 ,30769 ,Villarreal,31,La Liga
Joseph Aidoo,1600000 ,30769 ,Celta Vigo,27,La Liga
Borja Iglesias,1600000 ,30769 ,Betis,30,La Liga
Grégoire Defrel,1570000 ,30192 ,Sassuolo,32,Serie A
Baptiste Santamaria,1570000 ,30192 ,Rennes,28,Ligue 1
Xavi Simons,1560000 ,30000 ,RB Leipzig,20,Bundesliga
Julian Araujo,1560000 ,30000 ,Las Palmas,21,La Liga
Benjamin André,1560000 ,30000 ,Lille,32,Ligue 1
Przemysław Frankowski,1550000 ,29808 ,Lens,28,Ligue 1
Gonzalo Villar,1540000 ,29615 ,Granada,25,La Liga
Ivan Ilić,1540000 ,29615 ,Torino,22,Serie A
Albert Guðmundsson,1540000 ,29615 ,Genoa,26,Serie A
Kaio Jorge,1540000 ,29615 ,Frosinone,21,Serie A
Jens Cajuste,1540000 ,29615 ,Napoli,23,Serie A
Khvicha Kvaratskhelia,1540000 ,29615 ,Napoli,22,Serie A
Leo Skiri Østigård,1540000 ,29615 ,Napoli,23,Serie A
Nedim Bajrami,1540000 ,29615 ,Sassuolo,24,Serie A
Samu Castillejo,1540000 ,29615 ,Sassuolo,28,Serie A
Adam Davies,1538792 ,29592 ,Sheffield Utd,31,Premier League
Auston Trusty,1538792 ,29592 ,Sheffield Utd,24,Premier League
Ivo Grbić,1538792 ,29592 ,Sheffield Utd,27,Premier League
Jack Robinson,1538792 ,29592 ,Sheffield Utd,29,Premier League
John Fleck,1538792 ,29592 ,Sheffield Utd,31,Premier League
Oliver McBurnie,1538792 ,29592 ,Sheffield Utd,27,Premier League
Alejo Véliz,1538792 ,29592 ,Tottenham,19,Premier League
Jordan Ayew,1538792 ,29592 ,Crystal Palace,31,Premier League
Nathan Ferguson,1538792 ,29592 ,Crystal Palace,23,Premier League
Darren Randolph,1538792 ,29592 ,Bournemouth,36,Premier League
Ilya Zabarnyi,1538792 ,29592 ,Bournemouth,21,Premier League
Aaron Ramsey,1538792 ,29592 ,Burnley,20,Premier League
Arijanet Muric,1538792 ,29592 ,Burnley,24,Premier League
Benson Manuel,1538792 ,29592 ,Burnley,26,Premier League
James Trafford,1538792 ,29592 ,Burnley,20,Premier League
Vitinho,1538792 ,29592 ,Burnley,24,Premier League
Thomas Strakosha,1538792 ,29592 ,Brentford,28,Premier League
Yoane Wissa,1538792 ,29592 ,Brentford,26,Premier League
Mathias Jørgensen,1538792 ,29592 ,Brentford,33,Premier League
Đorđe Petrović,1538792 ,29592 ,Chelsea,23,Premier League
Valentín Barco,1538792 ,29592 ,Brighton,19,Premier League
Dwight McNeil,1538792 ,29592 ,Everton,23,Premier League
Thomas Kaminski,1538792 ,29592 ,Luton Town,30,Premier League
Tim Krul,1538792 ,29592 ,Luton Town,35,Premier League
Anthony Elanga,1538792 ,29592 ,Nott'ham Forest,21,Premier League
Gonzalo Montiel,1538792 ,29592 ,Nott'ham Forest,26,Premier League
Ryan Yates,1538792 ,29592 ,Nott'ham Forest,25,Premier League
Rico Lewis,1538792 ,29592 ,Manchester City,19,Premier League
Djed Spence,1521142 ,29253 ,Tottenham,23,Premier League
David Soria,1510000 ,29038 ,Getafe,30,La Liga
John Brooks,1500000 ,28846 ,Hoffenheim,30,Bundesliga
Kevin Akpoguma,1500000 ,28846 ,Hoffenheim,28,Bundesliga
Alexander Nübel,1500000 ,28846 ,Bayern Munich,26,Bundesliga
Daniel Peretz,1500000 ,28846 ,Bayern Munich,23,Bundesliga
Ohis Felix Uduokhai,1500000 ,28846 ,Augsburg,25,Bundesliga
Japhet Tanganga,1500000 ,28846 ,Augsburg,24,Bundesliga
Jeffrey Gouweleeuw,1500000 ,28846 ,Augsburg,32,Bundesliga
Tony Jantschke,1500000 ,28846 ,Gladbach,33,Bundesliga
Amin Sarr,1500000 ,28846 ,Wolfsburg,22,Bundesliga
Tiago Tomás,1500000 ,28846 ,Wolfsburg,21,Bundesliga
Chris Führich,1500000 ,28846 ,Stuttgart,25,Bundesliga
Genki Haraguchi,1500000 ,28846 ,Stuttgart,32,Bundesliga
Jérôme Roussillon,1500000 ,28846 ,Union Berlin,30,Bundesliga
Robin Knoche,1500000 ,28846 ,Union Berlin,31,Bundesliga
Jonathan Burkardt,1500000 ,28846 ,Mainz 05,23,Bundesliga
Robin Zentner,1500000 ,28846 ,Mainz 05,28,Bundesliga
Janis Blaswich,1500000 ,28846 ,RB Leipzig,32,Bundesliga
Davie Selke,1500000 ,28846 ,Köln,28,Bundesliga
Tuta,1500000 ,28846 ,Eint Frankfurt,24,Bundesliga
Daley Sinkgraven,1500000 ,28846 ,Las Palmas,28,La Liga
Ezequiel Ávila,1500000 ,28846 ,Osasuna,29,La Liga
José Luis Morales,1500000 ,28846 ,Villarreal,36,La Liga
Pepe Reina,1500000 ,28846 ,Villarreal,40,La Liga
Toni Lato,1500000 ,28846 ,Mallorca,25,La Liga
Mason Greenwood,1500000 ,28846 ,Getafe,21,La Liga
Luis Javier Suárez,1500000 ,28846 ,Almería,25,La Liga
Ianis Hagi,1500000 ,28846 ,Alavés,24,La Liga
José Callejón,1500000 ,28846 ,Granada,36,La Liga
Alejo Véliz,1500000 ,28846 ,Sevilla,20,La Liga
Giorgi Mamardashvili,1500000 ,28846 ,Valencia,22,La Liga
Sergi Canós,1500000 ,28846 ,Valencia,26,La Liga
Victor Kristiansen,1500000 ,28846 ,Bologna,21,Serie A
Marco Mancosu,1500000 ,28846 ,Cagliari,34,Serie A
Dante,1500000 ,28846 ,Nice,39,Ligue 1
Jordan Amavi,1500000 ,28846 ,Marseille,29,Ligue 1
Pape Gueye,1500000 ,28846 ,Marseille,24,Ligue 1
André Ayew,1500000 ,28846 ,Le Havre,33,Ligue 1
Mohamed Daramy,1500000 ,28846 ,Reims,21,Ligue 1
Arnaud Kalimuendo,1500000 ,28846 ,Rennes,21,Ligue 1
Ângelo,1500000 ,28846 ,Strasbourg,18,Ligue 1
Alban Lafont,1500000 ,28846 ,Nantes,24,Ligue 1
Kevin Danso,1500000 ,28846 ,Lens,24,Ligue 1
Ruben Aguilar,1500000 ,28846 ,Lens,30,Ligue 1
Sandro Ramírez,1490000 ,28654 ,Las Palmas,28,La Liga
Rúben Vinagre,1480000 ,28462 ,Hellas Verona,24,Serie A
Alessandro Buongiorno,1480000 ,28462 ,Torino,24,Serie A
Musa Barrow,1480000 ,28462 ,Bologna,24,Serie A
Matteo Pessina,1480000 ,28462 ,Monza,26,Serie A
Patrick Ciurria,1480000 ,28462 ,Monza,28,Serie A
Pietro Terracciano,1480000 ,28462 ,Fiorentina,33,Serie A
Berat Djimsiti,1480000 ,28462 ,Atalanta,30,Serie A
Hans Hateboer,1480000 ,28462 ,Atalanta,29,Serie A
José Luis Palomino,1480000 ,28462 ,Atalanta,33,Serie A
Matteo Cancellieri,1480000 ,28462 ,Empoli,21,Serie A
Guillermo Ochoa,1480000 ,28462 ,Salernitana,38,Serie A
Pierluigi Gollini,1480000 ,28462 ,Napoli,28,Serie A
Matteo Gabbia,1480000 ,28462 ,Milan,23,Serie A
Emil Audero,1480000 ,28462 ,Inter,26,Serie A
Álvaro García,1450000 ,27885 ,Rayo Vallecano,30,La Liga
Cristian,1450000 ,27885 ,Valencia,25,La Liga
Darwin Machís,1450000 ,27885 ,Cádiz,30,La Liga
Silvan Hefti,1450000 ,27885 ,Montpellier,25,Ligue 1
Niklas Stark,1440000 ,27692 ,Werder Bremen,28,Bundesliga
Jordan Ferri,1440000 ,27692 ,Montpellier,31,Ligue 1
Rémy Cabella,1440000 ,27692 ,Lille,33,Ligue 1
Nuno Mendes,1440000 ,27692 ,Paris S-G,21,Ligue 1
Natan,1410000 ,27115 ,Napoli,22,Serie A
Myron Boadu,1410000 ,27115 ,Monaco,22,Ligue 1
Moritz Jenz,1400000 ,26923 ,Wolfsburg,24,Bundesliga
Tom Krauß,1400000 ,26923 ,Mainz 05,22,Bundesliga
Florian Kainz,1400000 ,26923 ,Köln,30,Bundesliga
Makoto Hasebe,1400000 ,26923 ,Eint Frankfurt,39,Bundesliga
Alberto Moreno,1400000 ,26923 ,Villarreal,31,La Liga
Viktor Tsyhankov,1400000 ,26923 ,Girona,25,La Liga
Sheraldo Becker,1400000 ,26923 ,Real Sociedad,28,La Liga
Agustín Marchesín,1400000 ,26923 ,Celta Vigo,35,La Liga
Andrés Guardado,1400000 ,26923 ,Betis,36,La Liga
Kévin Gameiro,1400000 ,26923 ,Strasbourg,36,Ligue 1
Lautaro Gianetti,1390000 ,26731 ,Udinese,29,Serie A
Adama Soumaoro,1390000 ,26731 ,Bologna,31,Serie A
Francesco Caputo,1390000 ,26731 ,Empoli,35,Serie A
Lorenzo Tonelli,1390000 ,26731 ,Empoli,34,Serie A
Nicolas Viola,1390000 ,26731 ,Cagliari,33,Serie A
Elvis Rexhbeçaj,1380000 ,26538 ,Augsburg,25,Bundesliga
Sheraldo Becker,1380000 ,26538 ,Union Berlin,28,Bundesliga
Isaac Hayden,1354137 ,26041 ,Newcastle Utd,28,Premier League
Bartol Franjić,1350000 ,25962 ,Darmstadt 98,23,Bundesliga
Ante Budimir,1350000 ,25962 ,Osasuna,32,La Liga
Yeremi Pino,1350000 ,25962 ,Villarreal,20,La Liga
Vitolo,1350000 ,25962 ,Atlético Madrid,33,La Liga
Téji Savanier,1320000 ,25385 ,Montpellier,31,Ligue 1
Nicolas Pallois,1320000 ,25385 ,Nantes,35,Ligue 1
Manu Morlanes,1310000 ,25192 ,Mallorca,24,La Liga
Kevin Behrens,1300000 ,25000 ,Wolfsburg,32,Bundesliga
Angelo Stiller,1300000 ,25000 ,Stuttgart,22,Bundesliga
José Luis García Vayá,1300000 ,25000 ,Valencia,24,La Liga
Anastasios Douvikas,1300000 ,25000 ,Celta Vigo,23,La Liga
Juan Miranda,1300000 ,25000 ,Betis,23,La Liga
Vanja Milinković-Savić,1300000 ,25000 ,Torino,26,Serie A
Michele Di Gregorio,1300000 ,25000 ,Monza,26,Serie A
Mattia Bani,1300000 ,25000 ,Genoa,29,Serie A
Mehdi Bourabia,1300000 ,25000 ,Frosinone,31,Serie A
Riccardo Marchizza,1300000 ,25000 ,Frosinone,25,Serie A
Alberto Grassi,1300000 ,25000 ,Empoli,28,Serie A
Ardian Ismajli,1300000 ,25000 ,Empoli,26,Serie A
Leonardo Pavoletti,1300000 ,25000 ,Cagliari,34,Serie A
